L_ListingID,L_Address,L_City,beds,baths,price,remarks
1150712832,3636 Indio Avenue,Yucca Valley,3.0,2.0,550000,"Views, views, views set the tone at this 3-bedroom, 2-bath Yucca Valley home offering approximately 1,300 square feet of living space on a generous 2-acre lot. Expansive mountain and valley vistas stretch in every direction, creating a classic High Desert backdrop from sunrise through the evening stars. Inside, the home features central air conditioning and heating, dual pane windows, and a functional kitchen equipped with an electric stove, dishwasher, and garbage disposal. Laundry is located in the garage, and a refrigerator in the garage adds extra convenience. A detached 2-car garage provides additional flexibility for parking, storage, or workshop space. The setting offers a sense of openness and privacy while remaining close to town amenities, dining, and Joshua Tree National Park, making this property well suited for a full-time residence, weekend getaway, or desert retreat focused on space and scenery."
1151470431,213 N Broadacres Avenue,Compton,3.0,1.0,550000,"Single-family residence located at 213 N Broadacres Ave in Compton, offering strong potential for an investor or a buyer seeking a value-add opportunity. The main dwelling consists of 3 bedrooms and 1 bathrooms with a functional floor plan and opportunity for renovation or customization.

A detached rear office/storage structure with a bathroom is located at the rear of the property. Buyer to independently verify permits, zoning, square footage, and allowable use of all structures. Seller makes no representations or warranties regarding permit status or legality of the rear structure.

Property is being sold as-is, with no repairs or credits implied. Ideal for an investor, contractor, or owner-occupant looking to improve and build equity. Conveniently located near schools, shopping, and major transportation routes."
1089866140,4812 Arlington Avenue,Los Angeles,3.0,3.0,765000,"SHORT SALE. Turn-of-the-century Craftsman-style home featuring two stories, with 3 bedrooms, 3 bathrooms, a den/study, and a bonus room that can serve as a 4th bedroom. The charming entry, marked by classic pillars, leads into a living room with a cozy fireplace and original built-in Craftsman cabinets. A separate dining room, divided from the living area by period colonnades, adds to the home's vintage appeal. The first floor includes one bedroom and two bathrooms, while upstairs features two additional bedrooms, a full bath, a study, and a bonus room. The property boasts a large detached garage with alley access from the rear and accommodates three side-by-side parking spaces in the front. This home is a handyman specialjust in need of a little love and care to reach its full potential."
1151107671,27390 Oakwood,Lake Arrowhead,3.0,2.0,489000,"This charming Bavarian model home is located in the desirable Wood-streets neighborhood. It is situated on a wooded lot and offers a convenient circular driveway for ample parking. The main living level features a cozy living room with wood burning fireplace, and a dining area that opens via slider to the back deck where you're greeted by a beautiful forested vista. The open concept kitchen is ideal for entertaining. Also on this level is a bedroom and full bathroom. Upstairs you'll find two spacious bedrooms with vaulted ceilings, the laundry area and another full bathroom. The side yard includes a fenced dog run area. This property has lake rights and is located conveniently close to the attractions of Blue Jay village and the lake trail. You will love the tranquil setting of this home."
1146843469,1157 Glenview Road,Montecito,4.0,4.0,5998000,"Located in Montecito's prestigious Pepper Hill enclave and within the Cold Spring School District, this elegant 4BD/3.5BA Tudor-style home offers over 4300 sq. ft. of beautifully renovated living space with panoramic ocean and Channel Islands views. The main-level primary suite includes a luxurious bath, walk-in closet, and private patio. Soaring ceilings, wide-plank wood floors, and fireplaces in both living and family rooms create warmth and charm. The open layout flows to an expansive ocean-view deck - perfect for entertaining. A gourmet kitchen with center island and breakfast nook, lush gardens with citrus trees, built-in BBQ, and a detached 2-car garage complete the offering. Minutes to beaches, the Montecito Club, hiking trails, and both Upper and Lower Villages."
1146528715,34906 Limecrest Place,Murrieta,5.0,4.0,879999,"Discover the perfect blend of luxury, efficiency, and functionality in this beautifully upgraded 3812 sq. ft. home featuring over $145,000 in premium upgrades. Located in one of Murrieta’s most sought-after neighborhoods, this residence was designed for modern living, entertaining, and multi-generational comfort.  Inside, the home showcases ½ distressed multi-width hardwood floors, a chef’s kitchen with quartz countertops, full quartz backsplash, 36” Bosch range with Bosch hood and dishwasher, prep kitchen with mini fridge, and custom real wood soft-close maple cabinetry. The attached multi-gen studio provides the perfect setup for extended family, guests, or private workspace.  Upstairs, enjoy upgraded carpet with premium padding, while bathrooms and laundry feature stylish tile. The master suite boasts a spa-like walk-in, floor-to-ceiling tiled shower. Comfort and security are enhanced with Honeywell smart thermostats, ADT alarm system, and a Google Nest surveillance package.  This home is as energy-smart as it is beautiful, with 20 Tesla solar panels (buyer may assume or seller will relocate) ensuring long-term savings. Outside, relax under the aluminum-wood style patio cover, perfect for gatherings year-round.  Situated in a safe, family-friendly community, you’ll be just minutes from top-rated Murrieta schools, parks, shopping, restaurants, and easy freeway access.  With over $145K in upgrades, cutting-edge smart features, multi-gen living, and Tesla solar power, this Murrieta gem is move-in ready and truly one of a kind."
1151093770,16764 Desert Lily,Victorville,5.0,3.0,459900,"Summer-ready and full of charm, this stunning pool home is a true Victorville gem. Nestled in a highly sought-after neighborhood, this beautifully updated residence offers 2,373 square feet of comfortable living space designed to fit today’s lifestyle.

Step inside to a spacious formal living and dining area that opens to views of the private pool and an artistically landscaped backyard, perfect for gatherings and relaxation. The second level features four spacious bedrooms and two full bathrooms, providing plenty of room for everyone.

The home showcases an updated kitchen, sleek laminate flooring throughout, an indoor laundry room, and a flexible bonus space ideal for a home office, playroom, or potential fifth bedroom. A two-car garage provides ample storage for vehicles, equipment, and recreational gear.

Residents enjoy access to family-friendly community amenities, including a playground, picnic areas, and convenient proximity to shopping and dining options.

This is an exceptional opportunity to own a move-in-ready pool home—schedule your showing before it’s gone."
1146431217,26149 Park Ave UNIT 53,Loma Linda,3.0,2.0,654998,"Welcome to this stunning newly built townhome in the peaceful and highly desirable city of Loma Linda. This modern three-bedroom, two-bath residence offers the perfect blend of luxury, comfort, and convenience. Step inside to experience an open-concept, open-floor-plan layout filled with natural light and designed for effortless living and entertaining. The property once was the model so you will have all the high end upgrades and finishes. 



No detail was overlooked—this home features high-end upgrades and premium finishes throughout. Enjoy the added luxury of built-in Bluetooth speakers in every bedroom, making it easy to set the perfect ambiance in any space. The well-appointed kitchen flows seamlessly into the living and dining areas, and the private balcony is ideal for morning coffee, fresh air, or relaxing evenings.



A rare and valuable feature of this property is its attached garage—one of only a few units in the entire community to offer this convenience. Even better, the solar system is fully paid off, providing energy efficiency and long-term savings for the new homeowner.



Located in an exceptionally quiet and peaceful area of Loma Linda, this townhome is truly a one-of-one property that’s hard to find and even harder to forget. Come see it for yourself and experience modern living at its finest."
1150057171,20158 Penny Lane,Desert Hot Springs,4.0,2.0,539000,"New home on just under 5 acres with an oversized (20 X 30) two car garage and workshop. This new home is on a permanent foundation and includes kitchen appliances. This area is part of the IID (Imperial Irrigation District - electric company) which will save you money on your electric bills.  This unit is 4 bedrooms, 2 baths with a den and 1800 square feet of living space. The views from this home are nothing less than spectacular as you look out to see Mount San Jacinto, and San Gorgonio , along with the little San Bernardino mountains along the side and east. This home gives you the feel of wide open spaces as you enjoy peace and quiet all around you. EZ to show!"
1149405399,219 Commons Ln,Foster City,2.0,2.0,1290000,"Welcome to a beautifully updated townhome that combines modern comfort with the vibrant lifestyle Foster City is known for. This light-filled residence features soaring ceilings, an open floor plan, and a spacious living area designed for both relaxation and entertaining. The remodeled kitchen showcases sleek cabinetry, quartz countertops, and stainless steel appliances, while the private patio extends your living space outdoors for morning coffee or evening gatherings. Upstairs, generously sized primary suite offer ample storage. Set within a peaceful community surrounded by lush greenbelts and scenic waterways, this home provides access to walking trails, parks, and top-rated schools, all while being moments from Costco shopping, dining, and commuter routes to San Francisco and Silicon Valley. Move-in ready and thoughtfully designed, this property offers the perfect blend of style, convenience, and location — an exceptional opportunity to enjoy the best of Bay Area living."
1150067814,2399 Ivy Road,Oceanside,4.0,4.0,1639000,"Welcome home to the ocean-kissed climate and relaxed elegance of this expansive Fire Mountain Estate. Set in one of the area’s most coveted neighborhoods, this 3,478 sq ft custom built residence offers four bedrooms plus a versatile bonus room, blending generous scale and distinctive architectural charm. Arched doorways, bay windows, and recessed wall alcoves create visual interest throughout, while thoughtful spaces like a cedar-lined dry sauna, wet bar, indoor laundry with adjacent mudroom, extensive storage, and a three-car garage elevate everyday living.  The primary suite is a true retreat, featuring an attached bonus room with fireplace and private balcony, perfect as a sitting room, office, or nursery to enjoy cozy evenings, ocean breezes, and sunsets. The primary bath boasts dual vanities, a soaking tub, walk-in closet, and sauna. Entertaining is effortless with a recessed wet bar, complete with a separate refrigerator closet and pass-through windows opening to the backyard for indoor-outdoor hosting.  Exceptional outdoor living defines the California lifestyle here, with a jacuzzi, built-in outdoor kitchen with BBQ, food prep station, and sink, all surrounded by lush, mature landscaping. Palm trees, a lime tree, avocado tree, and vibrant bougainvillea create a private, resort-like setting. Recent upgrades include a new roof, AC, and **paid solar with battery** (2019), PEX repiping (2024), and a whole-house water filtration system.  It is ideally located near the 78 and 5 freeways, Trader Joe’s, LA Fitness, Scripps Medical Offices, and The Shoppes at Carlsbad. Enjoy exploring the outdoors with the Buena Vista Lagoon and Hosp Grove Park less than a mile away, and the stunning Pacific Ocean just 2.2 miles away!   A rare combination of generous square footage and a functional, well-planned layout makes this an ideal place to create your dream home!"
1139166220,4832 W 5th B,Santa Ana,1.0,1.0,384890,"Privated One-Bedroom Condo with Private Yard in a Desirable Community

Discover the potential in this lovingly maintained 1-bedroom, 1-bath condo—a hidden gem nestled in a peaceful, well-kept neighborhood. With 664 sq ft of living space and a private yard, this home offers comfort, convenience, and room to grow. Ready for upgrades with a solid foundation for customization, located near shopping, dining, and major freeways; Ideal for first-time buyers, investors, or creative homeowners

Community amenities include a pool and spa. Low-maintenance living with a welcoming atmosphere. Whether you're envisioning a cozy retreat or a stylish investment, this condo is your canvas. Don’t miss the chance to own a property with heart and potential in a prime Santa Ana location. For First-Time Buyers

?? Your First Home Starts Here Cozy, customizable, and full of charm—this 1-bed condo in Santa Ana offers a private yard, 2-car garage, and access to pool/spa amenities. ? Ready for your personal touch. ?? Prime location near shopping & freeways ?? DM us to schedule a tour!



For Investors

?? Investor Alert: Hidden Gem in Santa Ana Solid bones, private yard, and 2-car garage—this 1-bed condo is a value-add opportunity in a desirable community. ??? Light upgrades = big potential ?? Ideal for rental or resale"
1150132954,313 Appaloosa Way,Palm Desert,2.0,3.0,640000,"FOR SUN OPEN HOUSE YOU MUST TELL GUARD AT GATE YOU ARE GOING TO 313 APPALOOSA Welcome to The Lakes Country Club. This inviting two-bedroom, three-bathroom South-facing TURNKEY FURNISHED Austin residence offers a haven of relaxation and comfort. As you enter the private gate, a serene courtyard envelops you: lush greenery, the murmur of a calming fountain and the twinkle of dazzling cafe lights.  

Inside, the soaring ceilings and luminous skylights create an airy ambience, while plantation shutters and ceiling fans infuse comfort and style. Travertine flooring guides you through the living areas, while the warmth of plush carpets in the bedrooms offers a soothing touch. Stainless appliances, granite countertops and a glass backsplash adorn the kitchen and breakfast bar with storage for all the chef’s tools. The adjoining dining room and great room are illuminated by natural light. Discover a den adjacent to the kitchen, a versatile space perfect for intimate dinners or productive workdays. The two generous primary suites, thoughtfully separated, provide retreats of relaxation.   

 The indoor-outdoor living experience continues with the South-facing patio offering gorgeous views of the golf course. Additional features of this move-in ready home include: a paver driveway, two-car garage, washer and dryer, and newer AC furnace.

 The Lakes Country Club offers a robust schedule of social and fitness activities at the exquisite Clubhouse and Health and Wellness Center. Enjoy Tennis, Pickleball or Pop Tennis, Bocce or the 44 community pools and spas. For golfers, the Club offers membership options for the 27 hole championship golf course. Schedule a tour so that you can start enjoying The Lakes Country Club Lifestyle!  ** Some furnishings have been changed after photographs"
1137999704,26848 Alexandrite,Mission Viejo,2.0,1.0,597000,"Fully remodeled. Beautifully upgraded and ready for you to move in! Great floorplan with everything on one level. This unit has no one below - first floor space is the garage.  All new pipes in plumbing, recently completed by the HOA for the community. This unit also has brand-new paint throughout, including doors and baseboards - an inviting white throughout living spaces, kitchen and bathroom. Kitchen has been completely updated with new cabinets, countertops, sink, backsplash, and stainless steel appliances. Dining room has swing louvre doors, providing enough separation to give you the option for a quiet office or temporary guest space. The bedroom is very spacious and includes a large walk-in closet. No mello-roos, low HOA and access to Lake Mission Viejo! Easy access to local shopping, dining, schools and parks."
1151199736,29161 Corales,Canyon Country,3.0,3.0,749000,"Professional photos coming soon! Welcome to this beautiful home tucked into a quiet Canyon Country neighborhood. Step inside to vaulted ceilings with an open concept floor plan with plenty of natural light. The kitchen features quartz counter tops, a farmhouse kitchen sink with modern finishes. Upstairs you'll find a versatile loft that can be an office, game room or possibly a fourth bedroom. The backyard has been recently remodeled and is a true highlight and great for hosting. Designed for low-maintenance enjoyment, it features newer artificial grass, custom concrete, gazebo and a built in putting green that sits up against a peaceful hillside."
1118600494,3521 Oleander,Alameda,3.0,2.0,688000,"Spacious 3 bedroom, 1.5 bath ""C"" model nestled in the highly desirable Garden Isle community on Bay Farm Island. Quaint kitchen with stainless steel sink, newer light fixture and tile floors that face the street. Open dining area and living room with inside laundry room, perfect for relaxing or entertaining. Upstairs, the Primary bedroom offers a balcony and walk-in closet. while skylights above the staircase bring in abundant natural light. Additional features include dual pane windows and doors. Private backyard patio for outdoor entertainment. Spacious two car garage with epoxy flooring, and roll up door and plenty storage shelving. Sewer lateral compliant. Located close to pool, clubhouse, parks, transportation, walking paths and shopping center."
1129059221,8308 Top O The Morning Way,San Diego,5.0,6.0,4250000,"Experience refined golf-course living on Top O Morning Way, behind the gates of The Crosby at Rancho Santa Fe. Set along the fairways of one of North County's most prestigious private clubs, this residence blends tieless architecture with effortless indoor-outdoor living.  Sun filled interiors, open entertaining spaces, and serene golf course views create a lifestyle that feels both elevated and relaxed. Whether hosting sunset gatherings or enjoying quiet morning overlooking the greens, the home offers privacy, elegance, and resort-level living in one of Southern California's most sought-after communities. Step inside to a fully remodeled gourmet kitchen featuring marble countertops, high-end appliances, and custom cabinetry, designed for both everyday living and entertaining. The home is filled with warmth and sophistication, boasting European oak floors throughout, multiple fireplaces in the family room, living room, master suite, and private office, and abundant natural light streaming through French doors in nearly every room. The expansive master retreat offers a serene escape with a spacious spa-like bath, while upstairs you’ll find additional bedrooms and a large loft providing flexible living space. A private office with French doors opens to the charming front courtyard, perfect for working or relaxing. For guests, a separate guest house offers privacy and comfort. Outdoors, enjoy peaceful elegance surrounded by lush greenery, including mature olive and fig trees, and multiple spaces for dining and entertaining. The backyard oasis opens to the golf course, where sweeping views of the fairways and mountains create a one-of-a-kind setting. Direct access to the hole’s edge from the property creates a seamless indoor-outdoor experience: morning coffee with the course glow, afternoon sun on the fairway, and evening dinners beneath the open sky as the public fairway lights come on. This rare setting combines the exclusivity of Crosby living with the privacy of a well-appointed estate—an ideal stage for golf enthusiasts, entertaining guests, and those who dream of calling a world-class course home."
1150791533,7615 Glade Ave 114,Canoga Park,3.0,3.0,699000,"Fully Renovated Modern Residence with Private Backyard, Roof Patio & Gated Garage

This exceptional, fully renovated unit offers elevated living with high-end finishes and rare private outdoor spaces. The home showcases brand-new flooring throughout and a completely redesigned kitchen featuring new cabinetry, sleek countertops, a new sink, and a full suite of brand-new appliances including washer, dryer, refrigerator, and stove. Major system upgrades include a new water heater and updated electric panel, providing peace of mind for years to come.



Designed for seamless indoor-outdoor living, the property boasts a private backyard and an exclusive roof patio—ideal for entertaining or quiet relaxation. Residents enjoy access to a pool and the convenience of a private gated garage. Ideally situated near shopping, dining, and major freeways, this turnkey home combines style, comfort, and convenience."
1144618356,9510 Alta Cresta,Riverside,5.0,5.0,1150000,"Nestled in the highly sought-after Orangecrest neighborhood, this exceptional residence seamlessly blends timeless elegance with modern sophistication. Every detail has been meticulously curated to create a serene sanctuary of style and comfort. A charming front porch welcomes you with grace, offering the perfect spot to unwind as the sun sets in a cascade of golden hues. Step inside to discover gorgeous hardwood flooring, impressive high ceilings, and exquisite crown molding and baseboards that set the tone for refined living. The heart of the home is an expansive open-concept kitchen and living area, ideal for contemporary lifestyles. The chef’s kitchen boasts striking quartz countertops, premium KitchenAid appliances, abundant upgraded cabinetry, a farmhouse sink, walk-in pantry, and a generous center island illuminated by pendant lighting. The adjoining dining and living spaces are bathed in natural light, creating a relaxed yet sophisticated ambiance. The formal dining room and adjacent butler’s pantry elevate your entertaining experience. A first-floor en-suite bedroom offers versatility for guests or multi-generational living. Upstairs, a cozy loft with a built-in desk provides a peaceful retreat, while three spacious secondary bedrooms—one with its own en-suite bath—ensure comfort and privacy. The palatial primary suite is a true haven, featuring a spa-inspired bathroom with a standalone soaking tub, luxurious shower, dual vanities, marble flooring, and a custom walk-in closet with built-in organizers. The sweeping, pool-sized backyard presents endless possibilities for leisure. An extended California room offers seamless indoor-outdoor living, ideal for al fresco dining or unwinding amidst mature landscaping that includes a lush lawn, stately cypress trees, and a variety of fruit and olive trees. Additional highlights include custom window treatments, designer lighting, an upstairs laundry room with sink and cabinetry, a security system, block and vinyl fencing, and a spacious three-car garage. Throughout the home, premium finishes and thoughtful design choices create a harmonious layout ideal for both everyday living and stylish entertaining."
1140173673,11843 Ivy,Hesperia,4.0,3.0,540000,"Just listed stunning HESPERIA home property, this property is located in a desirable neighborhood for families and commuters.  Property consist of 4bed,3bath, 1 full acre of land, solar panels, RV access, 2 car garage plenty of back yard space, laundry room master bedroom stainless steel appliances. Home was built in 2022, with open floor plan, quartz counter tops, you can also bring your horse animals ect property is located very near to hesperia shops shopping centers restaurants home improvement stores transportation victor valley community college and much more. This is just a MUST see home. Make it yours today."
1151131945,841 Bayview Way,Redwood City,4.0,5.0,4380000,"Perched on a scenic hillside with breathtaking Bay views, this home is both a work of art and a testament to craftsmanship. Built in 2020, it comes with a 3BR/4BA main home and a 1BR/1BA ADU featuring its own private entrance. Inspired by European architecture, particularly Antoni Gaudis expressive forms, the design reveals sculptural walls, vaulted ceilings, and skylights that fill every space with light. 5-panel NanaWall doors extend the great room onto a view deck, while a vaulted lounge with lantern chandeliers balances grandeur with intimacy. The chefs kitchen showcases Thermador appliances, porcelain finishes, and custom cabinetry beside a cozy breakfast nook. The primary suite is a serene retreat with a sculptural fireplace, private terrace, and spa-like bath featuring heated floors, a soaking tub, and glass shower. Crafted with quality at every turn, engineered oak floors, Alder Knotty doors, Anderson windows, solid-core interiors, and fire-resistant materials crowned by a lifetime roof, the home offers artistry that endures. Outdoor living includes a warm sunroom, a lush backyard with 30+ kinds of fruit trees, stamped-concrete drive with RV/boat parking, a 2-car garage, and a storage shed. Minutes from freeways and top schools Roy Cloud Elementary and Woodside High."
1151133362,720 W 4th 114,Long Beach,1.0,2.0,375000,"Desirable End-Unit Townhome Near Downtown Long Beach

Welcome to this charming and light-filled end-unit condo, ideally located within walking distance to Downtown Long Beach and just minutes from the ocean. Enjoy the best of urban living with the comfort and privacy of a cozy retreat. This home features 1 spacious bedroom with wall-to-wall closet space and a private en-suite bathroom, plus an additional bathroom for guests. The upgraded kitchen offers granite countertops, generous cabinetry, and plenty of natural light. The open living and dining area flows seamlessly to a private balcony, perfect for grilling or entertaining. With two balconies total, the unit is filled with natural light and refreshing ocean breezes. Additional highlights include in-unit washer and dryer, a storage closet, and wall air conditioning units in both the living area and bedroom for year-round comfort. A desirable end-unit location and an excellent opportunity to enjoy the Downtown Long Beach lifestyle!"
1112052980,917 Fountain Avenue,Pacific Grove,4.0,4.0,1950000,"Located in the heart of beautiful Pacific Grove, with ocean views on two levels, 917 Fountain Ave presents the opportunity to live in one of the Monterey Peninsulas most beloved coastal communities. This 4-bedroom, 3.5-bathroom home sits on a large street-to-alley lot, offering excellent flexibility, privacy, and potential. With wide views of the Monterey Bay, this home is ready for your personal touch to create your dream coastal retreat. A detached two-car garage adds convenience, and the generous lot provides ample room for outdoor living, garden space, or future enhancements. Conveniently located near sought-after Pacific Grove schools and just blocks from downtown Pacific Grove, youll be steps away from charming shops, local cafes, award-winning restaurants, and the breathtaking coastal trail. This is your chance to enjoy the quintessential Pacific Grove lifestyle in a home that you can truly make your own in an unbeatable location."
1146859491,1474 Via Encinos Drive,Fallbrook,3.0,3.0,1298000,"Immaculate Custom Home on Over an Acre in a Gated Setting Discover this stunning residence nestled on a private, park-like 1+ acre corner lot with mature trees and a fully fenced exterior. The open and sun-filled floor plan features a spacious living room, a cozy family room with a brick fireplace, and a formal dining area complemented by a kitchen dinette. Downstairs offers two generous bedrooms, while the expansive primary suite occupies the upper level for ultimate privacy, featuring a giant wraparound closet and fireplace. Freshly painted interiors and brand-new carpet make this home move-in ready and waiting for your personal touch. Enjoy exceptional outdoor living with multiple spaces designed for gatherings, entertaining, and relaxing under the California sky. This property combines comfort, elegance, and versatility—perfect for creating your dream lifestyle."
1144184729,812 S Calle Paul,Palm Springs,3.0,2.0,788818,"Discover this beautifully upgraded mid-century three bedroom home where timeless design meets modern comfort. Featuring warm wooden ceilings and an inviting open layout, with a great family room/bonus room. This light-filled residence offers effortless flow throughout. The stylish kitchen overlooks the spacious family room, perfect for both entertaining and everyday living. Step outside to your private backyard oasis complete with a sparkling pool and spa ideal for enjoying Palm Springs' sunny days. Take in the mountain views while relaxing or hosting gatherings.Located in highly desirable South Palm Springs, this home is just minutes from the airport, downtown shopping, dining, and entertainment, and within walking distance to the city's largest park, Demuth Park. A rare opportunity to own a bright, welcoming home in one of Palm Springs' most sought-after locations!"
1150839260,3493 E Joyce Drive,Fresno,4.0,2.0,349000,"Welcome home! 4 bedroom, 2 bath single family home situated on an expansive corner lot 9,400 square feet in a residential neighborhood. The generous lot size offers endless potential for outdoor living, entertaining, gardening or future customization. Inside, the layout is functional and inviting, with comfortable living spaces that flow naturally. Additional highlights include paid off solar panels and a blueberry tree. Conveniently located near shopping, dining, and just a 10 mile drive to FAT Fresno Yosemite Airport. A great opportunity if you would like to maximize your living space to the outdoors. Property profile reflects a 3 bedroom, 1 bath. Seller purchased home as a 4 bedroom 2 bath. Cameras located interior and exterior."
1149484200,8628 Via Mallorca D,La Jolla,1.0,1.0,500000,"Welcome to one of the greatest communities in San Diego, La Jolla. Closed to UCSD, freeways, shopping centers, and beaches. This unit features an open floor plan with one bedroom, large living room, spacious closets, storage and large balcony, easy access to all the amenities."
1150090412,1 Makena Lane,Rancho Mirage,4.0,5.0,3800000,"Experience the pinnacle of luxury living in the heart of Makena--an exclusive retreat designed for those who demand excellence. This striking new estate, inspired by legendary architect Joseph Eichler, offers an unrivaled blend of style, innovation, and privacy, perfect for high-profile clients seeking both comfort and grandeur.  Imagine entertaining in an 18-foot-ceiling open-concept living space with breathtaking mountain views, featuring a mesmerizing book-matched porcelain fireplace and a striking wood-paneled A-frame roofline that exudes sophistication. The chef's kitchen, with full white oak cabinetry, a 20-foot island, and cutting-edge Miele appliances, is ideal for hosting and creating culinary masterpieces.  Seamlessly integrated with cutting-edge Alexa-based smart home technology, control your lighting, AV, and climate with a single touch--perfect for the modern lifestyle of sophistication. The luxurious primary suite features floor-to-ceiling glass overlooking your private pool and spa, complemented by a spa-inspired bathroom with a double walk-in shower, freestanding tub, and dry sauna.Set on over half an acre, your exclusive outdoor oasis includes an octagon-shaped infinity pool, a spa retreat, an outdoor kitchen with a 20-foot island, and multiple fire features--all designed for unforgettable gatherings or private relaxation.  This isn't just a home--it's a statement of success, artistry, and impeccable taste. Elevate your lifestyle with this extraordinary desert sanctuary. For discerning individuals who value privacy, style, and innovation--this is your next masterpiece.  Schedule your private tour today and step into a world where luxury knows no limits."
1151021785,8822 Globe Avenue,Dos Palos,3.0,1.0,355000,"Well-maintained and updated single-story home located in a quiet Dos Palos neighborhood! This 3-bedroom, 1-bath home features a front lawn with an automatic sprinkler system and double-pane windows throughout. Inside, the family room offers durable laminate flooring and a comfortable space for everyday living. The dining area includes recessed lighting and opens directly to the kitchen, creating an easy and functional layout. The remodeled kitchen features quartz countertops, a breakfast nook, and a pantry closet. Appliances include a disposal, free-standing electric oven, gas oven, gas range, and refrigerator. All three bedrooms offer laminate flooring and closet space. The recently remodeled bathroom includes quartz countertops and a tub with a shower over. An inside laundry room adds convenience with extra cabinets and a utility sink. The backyard is low-maintenance and features a covered patio and wood fencing for privacy. Situated near local schools, parks, and everyday amenities, this home offers comfortable living with a simple layout and easy upkeep."
1150106370,2828 University Ave 310,San Diego,1.0,1.0,455000,"Fully furnished condo, ready move in. North Park condo with private covered balcony + secure parking + rooftop deck, move-in-ready 1 bed / 1 bath condo featuring a spacious, well-designed layout and an open living area perfect for relaxing or entertaining. Step through sliding doors to your private covered balcony—ideal for morning coffee, fresh air, and sunset vibes. The bedroom includes a large walk-in closet, offering tons of storage and flexibility—think dressing area, extra organization, or even a compact work-from-home nook. Enjoy unbeatable walkability to North Park’s best dining, cafes, shops, and nightlife, plus a rooftop deck for lounging and gathering. Includes 1 secure underground parking space"
1149511571,78653 Peerless Place,La Quinta,4.0,5.0,9650000,"Spectacular custom estate at the exclusive Tradition Golf Club in La Quinta. Situated on a prime, nearly one acre lot at the end of a cul-de-sac, with panoramic golf course, mountain and lake views, on the 1st fairway of the renowned Arnold Palmer course! The open floorplan features four bedrooms, four baths + powder room, with a bonus game room (that could be a 5th bedroom) plus an office, in a spacious 6,439 SF. This thoughtfully appointed home was meticulously designed by Gordon Stein, showcasing our enviable indoor-outdoor desert lifestyle! Interiors by Fedderly and Associates feature a great room which boasts pocket doors, travertine flooring and soaring wood ceilings. The generous chef's kitchen opens to all living areas, is appointed with top-of-the-line appliances and finishes. The elegant primary suite has a fireplace, oversized spa-like bath, and a gym (that  can be converted to another closet). As you proceed outside, there is an outdoor living room with fireplace and TV, a custom grilling station plus a custom designed pool and spa with waterfalls, beautiful landscaping and jaw dropping views! Completing this exceptional property is a three car + two golf cart garage. Offered furnished. This is a must-see offering that artfully combines luxury and total privacy!"
1117612145,4230 Whitsett Avenue 6,Studio City,1.0,1.0,535000,"As you enter the unit, you're immediately welcomed by an open-concept living and dining area, warmed by a charming fireplace in the living room. Come home to relax in a space featuring wood-like floors and beam-accented ceilings. Step onto the adorable balcony—perfect for letting in a refreshing cross breeze.The beautiful kitchen boasts stone countertops, a terracotta tile backsplash, an over-the-range microwave, and generous counter space on either side of the stove—an ideal setup to flex your culinary muscles for family and friends.As you move past the kitchen, you'll find an ample linen closet and a laundry closet with space for a side-by-side washer and dryer. To your right, just before the bedroom, is a grand bathroom featuring a stone countertop vanity with abundant counter space and an exquisite tile-walled shower-tub combo.At the end of the hallway, the spacious bedroom awaits, complete with a large closet. All of this, plus access to a pool and located just a few blocks from Ventura Blvd and everything it has to offer."
1145785511,6265 Tecorida Ave 8,Atascadero,1.0,1.0,490000,"Welcome to 6265 Tecorida Avenue #8, a charming and move-in ready home nestled among the trees in beautiful Atascadero. Built in 2006, this well-designed residence offers approximately 796+/- sqft of living space, featuring 1 bedroom, 1 bathroom, and an oversized 1-car garage. As you enter, you’ll find a cozy family room on the lower level that may be great for a home office, den, or guest space. Plantation shutters in this room offer a stylistic touch. The living room, kitchen, and primary bedroom are all located upstairs for single-level living. Natural light fills the living room through two large picture windows, creating a warm and inviting atmosphere. The modern kitchen features quartz countertops, and a stainless steel appliance package. The spacious primary bedroom includes a charming window seat, two closets, and pleated insulate shades. Outside, the property enjoys a tranquil setting with a seasonal creek running behind and a tree-filled backdrop. Enjoy the sounds of nature while still being just minutes from downtown Atascadero, offering shopping, restaurants, and the beloved Sunken Gardens. Combining comfort, convenience, and natural beauty, 6265 Tecorida Avenue #8 is a Central Coast retreat, starter home, or possible investment opportunity that is conveniently located with easy access to SLO or the beach via HWY 101!"
